<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024.01.02,06:37:00,1.06621,1.06649,1.06617,1.06647,60
2024.01.02,06:38:00,1.06647,1.06668,1.06646,1.06659,60
2024.01.02,06:39:00,1.06657,1.06672,1.06657,1.06667,60
2024.01.02,06:40:00,1.06668,1.06700,1.06668,1.06698,60
2024.01.02,06:41:00,1.06700,1.06722,1.06698,1.06721,60
2024.01.02,06:42:00,1.06720,1.06737,1.06719,1.06729,60
2024.01.02,06:43:00,1.06729,1.06761,1.06729,1.06761,60
2024.01.02,06:44:00,1.06758,1.06777,1.06758,1.06772,60
2024.01.02,06:45:00,1.06774,1.06785,1.06773,1.06784,60
2024.01.02,06:46:00,1.06784,1.06797,1.06784,1.06790,60
2024.01.02,06:47:00,1.06790,1.06797,1.06784,1.06790,60
2024.01.02,06:48:00,1.06794,1.06801,1.06786,1.06801,60
2024.01.02,06:49:00,1.06800,1.06823,1.06795,1.06823,60
2024.01.02,06:50:00,1.06823,1.06843,1.06823,1.06843,60
2024.01.02,06:51:00,1.06846,1.06863,1.06842,1.06860,60
2024.01.02,06:52:00,1.06862,1.06881,1.06860,1.06878,60
2024.01.02,06:53:00,1.06877,1.06886,1.06874,1.06880,60
2024.01.02,06:54:00,1.06879,1.06902,1.06870,1.06902,60
2024.01.02,06:55:00,1.06900,1.06911,1.06897,1.06909,60
2024.01.02,06:56:00,1.06910,1.06926,1.06898,1.06924,60
2024.01.02,06:57:00,1.06924,1.06951,1.06924,1.06950,60
2024.01.02,06:58:00,1.06950,1.06957,1.06941,1.06941,60
2024.01.02,06:59:00,1.06941,1.06955,1.06938,1.06950,60
2024.01.02,07:00:00,1.06948,1.06955,1.06942,1.06955,60
2024.01.02,07:01:00,1.06956,1.06983,1.06954,1.06983,60
2024.01.02,07:02:00,1.06983,1.06991,1.06976,1.06983,60
2024.01.02,07:03:00,1.06982,1.06999,1.06981,1.06994,60
2024.01.02,07:04:00,1.06995,1.07008,1.06991,1.07007,60
2024.01.02,07:05:00,1.07007,1.07025,1.07007,1.07021,60
2024.01.02,07:06:00,1.07023,1.07049,1.07023,1.07042,60
2024.01.02,07:07:00,1.07042,1.07072,1.07042,1.07072,60
2024.01.02,07:08:00,1.07073,1.07114,1.07073,1.07109,60
2024.01.02,07:09:00,1.07109,1.07116,1.07102,1.07108,60
2024.01.02,07:10:00,1.07109,1.07135,1.07109,1.07128,60
2024.01.02,07:11:00,1.07127,1.07148,1.07127,1.07148,60
2024.01.02,07:12:00,1.07147,1.07161,1.07147,1.07154,60
2024.01.02,07:13:00,1.07154,1.07184,1.07154,1.07179,60
2024.01.02,07:14:00,1.07182,1.07199,1.07181,1.07195,60
2024.01.02,07:15:00,1.07196,1.07233,1.07196,1.07231,60
2024.01.02,07:16:00,1.07233,1.07263,1.07228,1.07260,60
2024.01.02,07:17:00,1.07262,1.07304,1.07262,1.07304,60
2024.01.02,07:18:00,1.07302,1.07311,1.07299,1.07308,60
2024.01.02,07:19:00,1.07307,1.07316,1.07301,1.07307,60
2024.01.02,07:20:00,1.07303,1.07303,1.07284,1.07286,60
2024.01.02,07:21:00,1.07289,1.07294,1.07286,1.07289,60
2024.01.02,07:22:00,1.07293,1.07310,1.07290,1.07306,60
2024.01.02,07:23:00,1.07306,1.07319,1.07301,1.07312,60
2024.01.02,07:24:00,1.07314,1.07334,1.07308,1.07329,60
2024.01.02,07:25:00,1.07329,1.07337,1.07315,1.07337,60
2024.01.02,07:26:00,1.07339,1.07364,1.07336,1.07363,60
2024.01.02,07:27:00,1.07362,1.07382,1.07357,1.07380,60
2024.01.02,07:28:00,1.07380,1.07404,1.07379,1.07397,60
2024.01.02,07:29:00,1.07398,1.07405,1.07390,1.07401,60
2024.01.02,07:30:00,1.07399,1.07417,1.07397,1.07417,60
2024.01.02,07:31:00,1.07416,1.07432,1.07411,1.07431,60
2024.01.02,07:32:00,1.07430,1.07464,1.07429,1.07463,60
2024.01.02,07:33:00,1.07465,1.07482,1.07458,1.07482,60
2024.01.02,07:34:00,1.07482,1.07518,1.07480,1.07518,60
2024.01.02,07:35:00,1.07517,1.07527,1.07513,1.07513,60
2024.01.02,07:36:00,1.07510,1.07513,1.07498,1.07513,60
2024.01.02,07:37:00,1.07511,1.07536,1.07510,1.07536,60
2024.01.02,07:38:00,1.07536,1.07536,1.07517,1.07533,60
2024.01.02,07:39:00,1.07534,1.07546,1.07526,1.07545,60
2024.01.02,07:40:00,1.07547,1.07563,1.07547,1.07563,60
2024.01.02,07:41:00,1.07563,1.07575,1.07560,1.07566,60
2024.01.02,07:42:00,1.07563,1.07563,1.07542,1.07548,60
2024.01.02,07:43:00,1.07545,1.07548,1.07498,1.07502,60
2024.01.02,07:44:00,1.07501,1.07501,1.07470,1.07470,60
2024.01.02,07:45:00,1.07467,1.07468,1.07452,1.07452,60
2024.01.02,07:46:00,1.07452,1.07457,1.07440,1.07440,60
2024.01.02,07:47:00,1.07441,1.07441,1.07413,1.07420,60
2024.01.02,07:48:00,1.07417,1.07417,1.07394,1.07394,60
2024.01.02,07:49:00,1.07392,1.07394,1.07381,1.07389,60
2024.01.02,07:50:00,1.07388,1.07390,1.07367,1.07371,60
2024.01.02,07:51:00,1.07371,1.07371,1.07347,1.07350,60
2024.01.02,07:52:00,1.07347,1.07351,1.07320,1.07320,60
2024.01.02,07:53:00,1.07320,1.07320,1.07297,1.07305,60
2024.01.02,07:54:00,1.07304,1.07306,1.07292,1.07295,60
2024.01.02,07:55:00,1.07295,1.07295,1.07265,1.07267,60
2024.01.02,07:56:00,1.07267,1.07285,1.07264,1.07267,60
2024.01.02,07:57:00,1.07267,1.07273,1.07260,1.07265,60
2024.01.02,07:58:00,1.07263,1.07267,1.07236,1.07241,60
2024.01.02,07:59:00,1.07240,1.07246,1.07234,1.07241,60
2024.01.02,08:00:00,1.07240,1.07242,1.07208,1.07208,60
2024.01.02,08:01:00,1.07205,1.07208,1.07176,1.07180,60
2024.01.02,08:02:00,1.07181,1.07191,1.07176,1.07182,60
2024.01.02,08:03:00,1.07180,1.07188,1.07165,1.07166,60
2024.01.02,08:04:00,1.07166,1.07173,1.07141,1.07147,60
2024.01.02,08:05:00,1.07149,1.07156,1.07130,1.07130,60
2024.01.02,08:06:00,1.07128,1.07128,1.07098,1.07098,60
2024.01.02,08:07:00,1.07099,1.07099,1.07077,1.07077,60
2024.01.02,08:08:00,1.07076,1.07076,1.07056,1.07062,60
2024.01.02,08:09:00,1.07061,1.07064,1.07052,1.07057,60
2024.01.02,08:10:00,1.07057,1.07080,1.07055,1.07079,60
2024.01.02,08:11:00,1.07079,1.07081,1.07048,1.07048,60
2024.01.02,08:12:00,1.07048,1.07059,1.07041,1.07059,60
2024.01.02,08:13:00,1.07056,1.07057,1.07017,1.07017,60
2024.01.02,08:14:00,1.07016,1.07018,1.06992,1.06993,60
2024.01.02,08:15:00,1.06993,1.06996,1.06965,1.06965,60
2024.01.02,08:16:00,1.06966,1.06967,1.06949,1.06958,60
2024.01.02,08:17:00,1.06959,1.06974,1.06950,1.06968,60
2024.01.02,08:18:00,1.06965,1.06967,1.06953,1.06960,60
2024.01.02,08:19:00,1.06964,1.06974,1.06959,1.06965,60
2024.01.02,08:20:00,1.06965,1.06965,1.06938,1.06941,60
2024.01.02,08:21:00,1.06943,1.06943,1.06924,1.06924,60
2024.01.02,08:22:00,1.06926,1.06926,1.06907,1.06910,60
2024.01.02,08:23:00,1.06909,1.06911,1.06895,1.06899,60
2024.01.02,08:24:00,1.06900,1.06900,1.06876,1.06878,60
2024.01.02,08:25:00,1.06879,1.06882,1.06866,1.06871,60
2024.01.02,08:26:00,1.06869,1.06872,1.06852,1.06855,60
2024.01.02,08:27:00,1.06854,1.06856,1.06834,1.06838,60
2024.01.02,08:28:00,1.06840,1.06841,1.06813,1.06820,60
2024.01.02,08:29:00,1.06821,1.06834,1.06820,1.06833,60
2024.01.02,08:30:00,1.06831,1.06831,1.06802,1.06806,60
2024.01.02,08:31:00,1.06808,1.06815,1.06795,1.06795,60
2024.01.02,08:32:00,1.06793,1.06805,1.06793,1.06804,60
2024.01.02,08:33:00,1.06806,1.06806,1.06794,1.06801,60
2024.01.02,08:34:00,1.06798,1.06803,1.06795,1.06797,60
2024.01.02,08:35:00,1.06799,1.06806,1.06794,1.06801,60
2024.01.02,08:36:00,1.06802,1.06816,1.06800,1.06804,60
2024.01.02,08:37:00,1.06803,1.06815,1.06797,1.06798,60
2024.01.02,08:38:00,1.06798,1.06805,1.06792,1.06800,60
2024.01.02,08:39:00,1.06802,1.06806,1.06797,1.06798,60
2024.01.02,08:40:00,1.06797,1.06803,1.06794,1.06797,60
2024.01.02,08:41:00,1.06799,1.06804,1.06793,1.06799,60
2024.01.02,08:42:00,1.06800,1.06811,1.06796,1.06807,60
2024.01.02,08:43:00,1.06809,1.06811,1.06795,1.06799,60
2024.01.02,08:44:00,1.06799,1.06807,1.06787,1.06797,60
2024.01.02,08:45:00,1.06794,1.06806,1.06794,1.06804,60
2024.01.02,08:46:00,1.06804,1.06812,1.06802,1.06810,60
2024.01.02,08:47:00,1.06810,1.06810,1.06796,1.06796,60
2024.01.02,08:48:00,1.06793,1.06817,1.06793,1.06803,60
2024.01.02,08:49:00,1.06804,1.06812,1.06799,1.06801,60
2024.01.02,08:50:00,1.06801,1.06809,1.06795,1.06809,60
2024.01.02,08:51:00,1.06809,1.06818,1.06804,1.06809,60
2024.01.02,08:52:00,1.06810,1.06810,1.06796,1.06797,60
2024.01.02,08:53:00,1.06798,1.06806,1.06793,1.06800,60
2024.01.02,08:54:00,1.06800,1.06804,1.06795,1.06801,60
2024.01.02,08:55:00,1.06801,1.06805,1.06792,1.06801,60
2024.01.02,08:56:00,1.06800,1.06808,1.06791,1.06795,60
2024.01.02,08:57:00,1.06795,1.06806,1.06792,1.06800,60
2024.01.02,08:58:00,1.06800,1.06814,1.06800,1.06806,60
2024.01.02,08:59:00,1.06804,1.06815,1.06801,1.06806,60
2024.01.02,09:00:00,1.06803,1.06808,1.06791,1.06791,60
2024.01.02,09:01:00,1.06792,1.06792,1.06774,1.06774,60
2024.01.02,09:02:00,1.06772,1.06772,1.06741,1.06741,60
2024.01.02,09:03:00,1.06742,1.06743,1.06718,1.06718,60
2024.01.02,09:04:00,1.06718,1.06718,1.06682,1.06685,60
2024.01.02,09:05:00,1.06686,1.06687,1.06668,1.06669,60
2024.01.02,09:06:00,1.06670,1.06670,1.06652,1.06653,60
2024.01.02,09:07:00,1.06653,1.06654,1.06606,1.06612,60
2024.01.02,09:08:00,1.06611,1.06612,1.06589,1.06599,60
2024.01.02,09:09:00,1.06600,1.06602,1.06583,1.06583,60
2024.01.02,09:10:00,1.06580,1.06588,1.06576,1.06583,60
2024.01.02,09:11:00,1.06582,1.06598,1.06577,1.06587,60
2024.01.02,09:12:00,1.06589,1.06592,1.06569,1.06571,60
2024.01.02,09:13:00,1.06568,1.06568,1.06544,1.06552,60
2024.01.02,09:14:00,1.06549,1.06556,1.06535,1.06535,60
2024.01.02,09:15:00,1.06533,1.06535,1.06524,1.06524,60
2024.01.02,09:16:00,1.06523,1.06528,1.06508,1.06508,60
2024.01.02,09:17:00,1.06507,1.06507,1.06486,1.06503,60
2024.01.02,09:18:00,1.06503,1.06512,1.06492,1.06498,60
2024.01.02,09:19:00,1.06497,1.06503,1.06469,1.06470,60
2024.01.02,09:20:00,1.06469,1.06482,1.06464,1.06469,60
2024.01.02,09:21:00,1.06471,1.06479,1.06467,1.06467,60
2024.01.02,09:22:00,1.06468,1.06471,1.06448,1.06448,60
2024.01.02,09:23:00,1.06449,1.06453,1.06437,1.06438,60
2024.01.02,09:24:00,1.06438,1.06438,1.06418,1.06435,60
2024.01.02,09:25:00,1.06434,1.06448,1.06434,1.06448,60
2024.01.02,09:26:00,1.06447,1.06469,1.06446,1.06465,60
2024.01.02,09:27:00,1.06468,1.06478,1.06467,1.06470,60
2024.01.02,09:28:00,1.06470,1.06472,1.06459,1.06466,60
2024.01.02,09:29:00,1.06467,1.06470,1.06452,1.06461,60
2024.01.02,09:30:00,1.06460,1.06465,1.06432,1.06432,60
2024.01.02,09:31:00,1.06431,1.06439,1.06427,1.06427,60
2024.01.02,09:32:00,1.06426,1.06428,1.06418,1.06421,60
2024.01.02,09:33:00,1.06417,1.06417,1.06397,1.06402,60
2024.01.02,09:34:00,1.06402,1.06404,1.06376,1.06382,60
2024.01.02,09:35:00,1.06379,1.06382,1.06364,1.06365,60
2024.01.02,09:36:00,1.06364,1.06367,1.06343,1.06353,60
2024.01.02,09:37:00,1.06354,1.06374,1.06353,1.06370,60
2024.01.02,09:38:00,1.06372,1.06377,1.06362,1.06371,60
2024.01.02,09:39:00,1.06372,1.06375,1.06351,1.06358,60
2024.01.02,09:40:00,1.06360,1.06360,1.06333,1.06335,60
2024.01.02,09:41:00,1.06334,1.06339,1.06329,1.06329,60
2024.01.02,09:42:00,1.06330,1.06330,1.06308,1.06314,60
2024.01.02,09:43:00,1.06312,1.06312,1.06279,1.06281,60
2024.01.02,09:44:00,1.06279,1.06279,1.06269,1.06273,60
2024.01.02,09:45:00,1.06274,1.06280,1.06260,1.06265,60
2024.01.02,09:46:00,1.06266,1.06266,1.06236,1.06238,60
2024.01.02,09:47:00,1.06237,1.06238,1.06212,1.06217,60
2024.01.02,09:48:00,1.06219,1.06224,1.06205,1.06214,60
2024.01.02,09:49:00,1.06215,1.06225,1.06211,1.06218,60
2024.01.02,09:50:00,1.06216,1.06217,1.06203,1.06203,60
2024.01.02,09:51:00,1.06202,1.06204,1.06186,1.06190,60
2024.01.02,09:52:00,1.06189,1.06189,1.06165,1.06166,60
2024.01.02,09:53:00,1.06163,1.06163,1.06134,1.06137,60
2024.01.02,09:54:00,1.06134,1.06150,1.06134,1.06140,60
2024.01.02,09:55:00,1.06140,1.06140,1.06118,1.06121,60
2024.01.02,09:56:00,1.06122,1.06124,1.06098,1.06098,60
2024.01.02,09:57:00,1.06097,1.06099,1.06080,1.06089,60
2024.01.02,09:58:00,1.06089,1.06093,1.06070,1.06076,60
2024.01.02,09:59:00,1.06076,1.06076,1.06044,1.06044,60
2024.01.02,10:00:00,1.06044,1.06059,1.06037,1.06052,60
2024.01.02,10:01:00,1.06055,1.06055,1.06040,1.06047,60
2024.01.02,10:02:00,1.06048,1.06051,1.06032,1.06042,60
2024.01.02,10:03:00,1.06040,1.06055,1.06037,1.06047,60
2024.01.02,10:04:00,1.06046,1.06046,1.06027,1.06034,60
2024.01.02,10:05:00,1.06034,1.06040,1.06015,1.06021,60
2024.01.02,10:06:00,1.06022,1.06022,1.05985,1.05990,60
2024.01.02,10:07:00,1.05990,1.05990,1.05971,1.05973,60
2024.01.02,10:08:00,1.05973,1.05974,1.05959,1.05961,60
2024.01.02,10:09:00,1.05961,1.05970,1.05952,1.05965,60
2024.01.02,10:10:00,1.05964,1.05987,1.05960,1.05986,60
2024.01.02,10:11:00,1.05990,1.06005,1.05989,1.06004,60
2024.01.02,10:12:00,1.06005,1.06014,1.05999,1.06007,60
2024.01.02,10:13:00,1.06008,1.06012,1.05994,1.06004,60
2024.01.02,10:14:00,1.06003,1.06003,1.05988,1.05998,60
2024.01.02,10:15:00,1.05999,1.06007,1.05997,1.06000,60
2024.01.02,10:16:00,1.05998,1.06008,1.05982,1.05986,60
2024.01.02,10:17:00,1.05984,1.06016,1.05984,1.06008,60
2024.01.02,10:18:00,1.06009,1.06016,1.06002,1.06003,60
2024.01.02,10:19:00,1.06005,1.06026,1.06001,1.06026,60
2024.01.02,10:20:00,1.06025,1.06032,1.06015,1.06027,60
2024.01.02,10:21:00,1.06029,1.06063,1.06025,1.06063,60
2024.01.02,10:22:00,1.06059,1.06089,1.06058,1.06084,60
2024.01.02,10:23:00,1.06083,1.06101,1.06083,1.06088,60
2024.01.02,10:24:00,1.06087,1.06113,1.06085,1.06111,60
2024.01.02,10:25:00,1.06110,1.06146,1.06110,1.06144,60
2024.01.02,10:26:00,1.06147,1.06185,1.06147,1.06184,60
2024.01.02,10:27:00,1.06184,1.06202,1.06183,1.06200,60
2024.01.02,10:28:00,1.06200,1.06231,1.06200,1.06221,60
2024.01.02,10:29:00,1.06221,1.06241,1.06218,1.06236,60
2024.01.02,10:30:00,1.06237,1.06238,1.06227,1.06227,60
2024.01.02,10:31:00,1.06230,1.06252,1.06226,1.06252,60
2024.01.02,10:32:00,1.06254,1.06274,1.06254,1.06274,60
2024.01.02,10:33:00,1.06272,1.06303,1.06271,1.06303,60
2024.01.02,10:34:00,1.06305,1.06322,1.06302,1.06320,60
2024.01.02,10:35:00,1.06320,1.06342,1.06318,1.06342,60
2024.01.02,10:36:00,1.06342,1.06346,1.06338,1.06344,60
2024.01.02,10:37:00,1.06345,1.06372,1.06344,1.06365,60
2024.01.02,10:38:00,1.06366,1.06380,1.06366,1.06377,60
2024.01.02,10:39:00,1.06381,1.06389,1.06378,1.06387,60
2024.01.02,10:40:00,1.06388,1.06398,1.06380,1.06383,60
2024.01.02,10:41:00,1.06382,1.06396,1.06381,1.06388,60
2024.01.02,10:42:00,1.06391,1.06410,1.06386,1.06410,60
2024.01.02,10:43:00,1.06409,1.06411,1.06391,1.06391,60
2024.01.02,10:44:00,1.06393,1.06415,1.06391,1.06412,60
2024.01.02,10:45:00,1.06414,1.06429,1.06407,1.06426,60
2024.01.02,10:46:00,1.06427,1.06446,1.06421,1.06441,60
2024.01.02,10:47:00,1.06442,1.06458,1.06442,1.06451,60
2024.01.02,10:48:00,1.06449,1.06451,1.06442,1.06442,60
2024.01.02,10:49:00,1.06444,1.06444,1.06433,1.06443,60
2024.01.02,10:50:00,1.06442,1.06452,1.06431,1.06452,60
2024.01.02,10:51:00,1.06454,1.06484,1.06453,1.06482,60
2024.01.02,10:52:00,1.06481,1.06486,1.06477,1.06481,60
2024.01.02,10:53:00,1.06482,1.06488,1.06475,1.06485,60
2024.01.02,10:54:00,1.06487,1.06505,1.06485,1.06485,60
2024.01.02,10:55:00,1.06486,1.06498,1.06482,1.06496,60
2024.01.02,10:56:00,1.06493,1.06514,1.06492,1.06512,60
2024.01.02,10:57:00,1.06511,1.06524,1.06504,1.06523,60
2024.01.02,10:58:00,1.06521,1.06537,1.06521,1.06532,60
2024.01.02,10:59:00,1.06532,1.06549,1.06528,1.06545,60
2024.01.02,11:00:00,1.06547,1.06566,1.06547,1.06555,60
2024.01.02,11:01:00,1.06557,1.06582,1.06557,1.06582,60
2024.01.02,11:02:00,1.06583,1.06589,1.06574,1.06589,60
2024.01.02,11:03:00,1.06590,1.06594,1.06582,1.06591,60
2024.01.02,11:04:00,1.06591,1.06596,1.06587,1.06589,60
2024.01.02,11:05:00,1.06588,1.06595,1.06580,1.06593,60
2024.01.02,11:06:00,1.06593,1.06604,1.06590,1.06603,60
2024.01.02,11:07:00,1.06601,1.06635,1.06601,1.06635,60
2024.01.02,11:08:00,1.06635,1.06644,1.06633,1.06641,60
2024.01.02,11:09:00,1.06647,1.06653,1.06638,1.06650,60
2024.01.02,11:10:00,1.06652,1.06672,1.06649,1.06668,60
2024.01.02,11:11:00,1.06669,1.06687,1.06661,1.06683,60
2024.01.02,11:12:00,1.06684,1.06725,1.06684,1.06725,60
2024.01.02,11:13:00,1.06726,1.06740,1.06726,1.06738,60
2024.01.02,11:14:00,1.06735,1.06757,1.06735,1.06757,60
2024.01.02,11:15:00,1.06756,1.06771,1.06755,1.06766,60
2024.01.02,11:16:00,1.06762,1.06797,1.06761,1.06792,60
2024.01.02,11:17:00,1.06791,1.06802,1.06780,1.06781,60
2024.01.02,11:18:00,1.06778,1.06797,1.06777,1.06793,60
2024.01.02,11:19:00,1.06792,1.06803,1.06791,1.06797,60
2024.01.02,11:20:00,1.06798,1.06809,1.06788,1.06793,60
2024.01.02,11:21:00,1.06794,1.06804,1.06793,1.06794,60
2024.01.02,11:22:00,1.06796,1.06801,1.06786,1.06791,60
2024.01.02,11:23:00,1.06793,1.06801,1.06788,1.06796,60
2024.01.02,11:24:00,1.06794,1.06800,1.06788,1.06794,60
2024.01.02,11:25:00,1.06796,1.06801,1.06791,1.06799,60
2024.01.02,11:26:00,1.06799,1.06799,1.06785,1.06796,60
2024.01.02,11:27:00,1.06796,1.06808,1.06786,1.06789,60
2024.01.02,11:28:00,1.06792,1.06802,1.06791,1.06794,60
2024.01.02,11:29:00,1.06794,1.06799,1.06785,1.06785,60
2024.01.02,11:30:00,1.06785,1.06794,1.06784,1.06790,60
2024.01.02,11:31:00,1.06790,1.06800,1.06786,1.06795,60
2024.01.02,11:32:00,1.06795,1.06806,1.06786,1.06796,60
2024.01.02,11:33:00,1.06798,1.06802,1.06789,1.06789,60
2024.01.02,11:34:00,1.06788,1.06797,1.06786,1.06797,60
2024.01.02,11:35:00,1.06795,1.06795,1.06782,1.06782,60
2024.01.02,11:36:00,1.06783,1.06803,1.06780,1.06802,60
2024.01.02,11:37:00,1.06799,1.06803,1.06782,1.06793,60
2024.01.02,11:38:00,1.06791,1.06802,1.06785,1.06796,60
2024.01.02,11:39:00,1.06796,1.06797,1.06786,1.06789,60
2024.01.02,11:40:00,1.06788,1.06804,1.06788,1.06795,60
2024.01.02,11:41:00,1.06793,1.06801,1.06788,1.06789,60
2024.01.02,11:42:00,1.06789,1.06805,1.06787,1.06795,60
2024.01.02,11:43:00,1.06796,1.06805,1.06789,1.06804,60
2024.01.02,11:44:00,1.06801,1.06802,1.06792,1.06799,60
2024.01.02,11:45:00,1.06796,1.06801,1.06790,1.06790,60
2024.01.02,11:46:00,1.06791,1.06798,1.06782,1.06796,60
2024.01.02,11:47:00,1.06795,1.06802,1.06786,1.06786,60
2024.01.02,11:48:00,1.06786,1.06800,1.06782,1.06799,60
2024.01.02,11:49:00,1.06799,1.06806,1.06789,1.06798,60
2024.01.02,11:50:00,1.06798,1.06799,1.06787,1.06797,60
2024.01.02,11:51:00,1.06798,1.06801,1.06789,1.06789,60
2024.01.02,11:52:00,1.06792,1.06803,1.06788,1.06791,60
2024.01.02,11:53:00,1.06793,1.06803,1.06793,1.06797,60
2024.01.02,11:54:00,1.06794,1.06798,1.06784,1.06786,60
2024.01.02,11:55:00,1.06789,1.06792,1.06781,1.06791,60
2024.01.02,11:56:00,1.06791,1.06801,1.06787,1.06801,60
2024.01.02,11:57:00,1.06802,1.06802,1.06785,1.06790,60
2024.01.02,11:58:00,1.06794,1.06803,1.06789,1.06794,60
2024.01.02,11:59:00,1.06789,1.06793,1.06781,1.06787,60
2024.01.02,12:00:00,1.06788,1.06790,1.06779,1.06783,60
2024.01.02,12:01:00,1.06785,1.06802,1.06783,1.06799,60
2024.01.02,12:02:00,1.06799,1.06802,1.06790,1.06793,60
2024.01.02,12:03:00,1.06793,1.06801,1.06788,1.06800,60
2024.01.02,12:04:00,1.06802,1.06802,1.06789,1.06791,60
2024.01.02,12:05:00,1.06793,1.06805,1.06791,1.06800,60
2024.01.02,12:06:00,1.06796,1.06812,1.06785,1.06810,60
2024.01.02,12:07:00,1.06812,1.06843,1.06812,1.06843,60
2024.01.02,12:08:00,1.06843,1.06871,1.06843,1.06868,60
2024.01.02,12:09:00,1.06868,1.06881,1.06866,1.06878,60
2024.01.02,12:10:00,1.06880,1.06883,1.06865,1.06870,60
2024.01.02,12:11:00,1.06871,1.06891,1.06871,1.06891,60
2024.01.02,12:12:00,1.06893,1.06922,1.06887,1.06922,60
2024.01.02,12:13:00,1.06923,1.06933,1.06920,1.06929,60
2024.01.02,12:14:00,1.06929,1.06982,1.06928,1.06980,60
2024.01.02,12:15:00,1.06978,1.07006,1.06975,1.07002,60
2024.01.02,12:16:00,1.07003,1.07015,1.07003,1.07015,60
2024.01.02,12:17:00,1.07017,1.07037,1.07011,1.07037,60
2024.01.02,12:18:00,1.07035,1.07062,1.07031,1.07060,60
2024.01.02,12:19:00,1.07062,1.07091,1.07060,1.07089,60
2024.01.02,12:20:00,1.07089,1.07122,1.07086,1.07119,60
2024.01.02,12:21:00,1.07119,1.07130,1.07118,1.07126,60
2024.01.02,12:22:00,1.07126,1.07136,1.07120,1.07136,60
2024.01.02,12:23:00,1.07134,1.07150,1.07126,1.07147,60
2024.01.02,12:24:00,1.07148,1.07152,1.07138,1.07144,60
2024.01.02,12:25:00,1.07145,1.07150,1.07135,1.07145,60
2024.01.02,12:26:00,1.07145,1.07149,1.07141,1.07146,60
2024.01.02,12:27:00,1.07146,1.07162,1.07145,1.07159,60
2024.01.02,12:28:00,1.07160,1.07170,1.07154,1.07170,60
2024.01.02,12:29:00,1.07172,1.07190,1.07172,1.07179,60
2024.01.02,12:30:00,1.07179,1.07194,1.07179,1.07192,60
2024.01.02,12:31:00,1.07192,1.07214,1.07188,1.07211,60
2024.01.02,12:32:00,1.07212,1.07213,1.07199,1.07205,60
2024.01.02,12:33:00,1.07205,1.07221,1.07198,1.07219,60
2024.01.02,12:34:00,1.07218,1.07227,1.07217,1.07224,60
2024.01.02,12:35:00,1.07226,1.07248,1.07225,1.07248,60
2024.01.02,12:36:00,1.07249,1.07286,1.07247,1.07286,60
2024.01.02,12:37:00,1.07289,1.07316,1.07286,1.07316,60
2024.01.02,12:38:00,1.07316,1.07333,1.07314,1.07332,60
2024.01.02,12:39:00,1.07332,1.07346,1.07332,1.07343,60
2024.01.02,12:40:00,1.07342,1.07349,1.07334,1.07349,60
2024.01.02,12:41:00,1.07349,1.07371,1.07349,1.07368,60
2024.01.02,12:42:00,1.07371,1.07389,1.07370,1.07389,60
2024.01.02,12:43:00,1.07385,1.07402,1.07374,1.07400,60
2024.01.02,12:44:00,1.07401,1.07402,1.07384,1.07399,60
2024.01.02,12:45:00,1.07400,1.07410,1.07397,1.07399,60
2024.01.02,12:46:00,1.07399,1.07417,1.07396,1.07412,60
2024.01.02,12:47:00,1.07412,1.07437,1.07408,1.07433,60
2024.01.02,12:48:00,1.07436,1.07443,1.07425,1.07431,60
2024.01.02,12:49:00,1.07432,1.07455,1.07432,1.07449,60
2024.01.02,12:50:00,1.07449,1.07471,1.07449,1.07469,60
2024.01.02,12:51:00,1.07470,1.07491,1.07467,1.07491,60
2024.01.02,12:52:00,1.07491,1.07505,1.07488,1.07498,60
2024.01.02,12:53:00,1.07499,1.07511,1.07499,1.07501,60
2024.01.02,12:54:00,1.07503,1.07513,1.07499,1.07509,60
2024.01.02,12:55:00,1.07510,1.07545,1.07508,1.07545,60
2024.01.02,12:56:00,1.07548,1.07574,1.07539,1.07573,60
2024.01.02,12:57:00,1.07572,1.07572,1.07561,1.07567,60
2024.01.02,12:58:00,1.07566,1.07584,1.07566,1.07583,60
2024.01.02,12:59:00,1.07585,1.07588,1.07570,1.07574,60
2024.01.02,13:00:00,1.07577,1.07585,1.07562,1.07583,60
2024.01.02,13:01:00,1.07584,1.07594,1.07569,1.07575,60
2024.01.02,13:02:00,1.07574,1.07585,1.07566,1.07580,60
2024.01.02,13:03:00,1.07577,1.07590,1.07573,1.07590,60
2024.01.02,13:04:00,1.07592,1.07596,1.07578,1.07581,60
2024.01.02,13:05:00,1.07580,1.07582,1.07570,1.07576,60
2024.01.02,13:06:00,1.07576,1.07588,1.07574,1.07579,60
2024.01.02,13:07:00,1.07580,1.07585,1.07569,1.07582,60
2024.01.02,13:08:00,1.07583,1.07583,1.07573,1.07580,60
2024.01.02,13:09:00,1.07579,1.07587,1.07573,1.07581,60
2024.01.02,13:10:00,1.07581,1.07590,1.07572,1.07583,60
2024.01.02,13:11:00,1.07584,1.07589,1.07572,1.07589,60
2024.01.02,13:12:00,1.07588,1.07593,1.07576,1.07590,60
2024.01.02,13:13:00,1.07593,1.07593,1.07576,1.07581,60
2024.01.02,13:14:00,1.07579,1.07590,1.07573,1.07584,60
